Crash ID,County,Crash Death Count,Driver Blood Alcohol Content Test Result,Unit Death Count,Vehicle Model Year,Person Age
16872371,DALLAS,0,No Data,0,2011,58
16872487,BAYLOR,1,No Data,1,2000,47
16872962,POLK,0,No Data,0,1998,17
16872980,JIM WELLS,0,0.174,0,2006,30
16874991,TARRANT,0,No Data,0,2005,23
16874991,TARRANT,0,No Data,0,2005,27
16876288,DENTON,0,0.204,0,2014,32
16877285,BEXAR,0,No Data,0,No Data,No Data
16877285,BEXAR,0,0.144,0,1993,26
16877285,BEXAR,0,0.144,0,1993,25
16877285,BEXAR,0,0.144,0,1993,31
16879949,CALDWELL,0,No Data,0,2000,16
16879949,CALDWELL,0,No Data,0,1999,39
16881153,HARRIS,0,0.192,0,2003,40
16881153,HARRIS,0,No Data,0,2017,25
16881153,HARRIS,0,No Data,0,2017,55
16881153,HARRIS,0,No Data,0,2017,27
16881153,HARRIS,0,No Data,0,2017,7
16881938,TRAVIS,0,No Data,0,2003,46
16881938,TRAVIS,0,No Data,0,2016,40
16919107,FORT BEND,0,No Data,0,2015,23
16919107,FORT BEND,0,No Data,0,2015,22
16987214,TARRANT,0,No Data,0,1989,26
16859367,BEXAR,0,No Data,0,2015,23
16859367,BEXAR,0,No Data,0,2012,30
16859367,BEXAR,0,No Data,0,2016,56
16859444,LIMESTONE,0,0.085,0,2015,29
16859568,BEXAR,0,No Data,0,2008,52
16859568,BEXAR,0,No Data,0,1992,66
16860139,BEXAR,0,0.147,0,2015,18
16860306,TARRANT,0,0.139,0,2005,24
16860306,TARRANT,0,No Data,0,2014,37
16860313,DALLAS,0,No Data,0,1998,59
16860330,WALKER,0,No Data,0,2007,24
16860350,BEXAR,0,0.137,0,2015,22
16860519,GUADALUPE,0,No Data,0,2004,28
16860671,POTTER,0,0.017,0,2013,28
16860671,POTTER,0,No Data,0,2014,24
16860671,POTTER,0,No Data,0,2014,24
16860671,POTTER,0,No Data,0,2014,0
16860674,POTTER,0,0.268,0,2006,28
16860674,POTTER,0,0.268,0,2006,9
16860674,POTTER,0,0.268,0,2006,1
16860674,POTTER,0,0.268,0,2006,4
16860674,POTTER,0,0.268,0,2006,6
16860674,POTTER,0,No Data,0,2018,39
16860674,POTTER,0,No Data,0,2014,69
16860674,POTTER,0,No Data,0,2017,25
16860674,POTTER,0,No Data,0,2017,20
16861287,TRAVIS,0,0.104,0,2003,22
16861287,TRAVIS,0,No Data,0,2018,28
16861307,TRAVIS,0,No Data,0,2008,31
16861307,TRAVIS,0,No Data,0,2010,42
16861308,TRAVIS,0,No Data,0,2015,25
16861308,TRAVIS,0,No Data,0,2006,56
16862190,TRAVIS,0,No Data,0,2012,23
16862456,HARRIS,0,0.165,0,2008,29
16862456,HARRIS,0,No Data,0,2007,18
16862456,HARRIS,0,No Data,0,2007,18
16862456,HARRIS,0,No Data,0,2007,19
16862886,HENDERSON,0,No Data,0,2000,40
16863846,BEXAR,0,No Data,0,No Data,No Data
16863846,BEXAR,0,No Data,0,2013,31
16863968,BEXAR,0,0.076,0,2015,47
16863968,BEXAR,0,0.076,0,2015,42
16863968,BEXAR,0,No Data,0,2001,34
16864061,HARRIS,0,0.187,0,1998,62
16864061,HARRIS,0,No Data,0,2017,53
16864977,ANGELINA,0,0.196,0,2007,19
16865109,TARRANT,0,No Data,0,No Data,No Data
16865109,TARRANT,0,0.19,0,1999,39
16865109,TARRANT,0,No Data,0,2014,63
16865109,TARRANT,0,No Data,0,2014,39
16870131,BEXAR,0,No Data,0,2015,31
16870131,BEXAR,0,No Data,0,No Data,No Data
16873738,HILL,0,No Data,0,2004,36
16873896,MONTGOMERY,0,0.214,0,2000,43
16874918,VICTORIA,0,0.032,0,2002,28
16875860,ECTOR,0,No Data,0,2015,43
16875860,ECTOR,0,No Data,0,2015,28
16876700,WICHITA,0,0.149,0,2010,33
16881076,KAUFMAN,0,0.219,0,2007,22
16881549,DALLAS,0,No Data,0,2016,46
16881552,DALLAS,0,No Data,0,1999,58
16881552,DALLAS,0,No Data,0,1999,49
16881552,DALLAS,0,No Data,0,2013,50
16881556,DALLAS,0,0.212,0,1998,31
16881556,DALLAS,0,No Data,0,2011,34
16881556,DALLAS,0,No Data,0,2011,36
16882003,BEXAR,0,No Data,0,2008,25
16882003,BEXAR,0,No Data,0,2017,33
16987215,TARRANT,0,No Data,0,2004,31
16993058,HAYS,0,No Data,0,2012,21
16860323,BEXAR,0,0.21,0,2016,22
16860345,ELLIS,0,0.168,0,2017,23
16860404,TOM GREEN,0,No Data,0,2013,37
16860436,SMITH,0,No Data,0,2005,30
16861328,TRAVIS,0,No Data,0,2014,46
16862000,DALLAS,0,No Data,0,2000,33
16862447,HARRIS,0,No Data,0,2016,28
16862447,HARRIS,0,No Data,0,2018,64
16862447,HARRIS,0,No Data,0,2018,39
16863009,KLEBERG,0,No Data,0,2017,40
16863080,COLLIN,0,No Data,0,2008,56
16863080,COLLIN,0,No Data,0,2015,33
16863243,TRAVIS,0,No Data,0,No Data,No Data
16863243,TRAVIS,0,No Data,0,2018,25
16863243,TRAVIS,0,No Data,0,2018,1
16863243,TRAVIS,0,No Data,0,2018,15
16863255,TRAVIS,0,0.16,0,2016,29
16863379,MONTGOMERY,0,0.15,0,2002,24
16863569,HARRIS,0,0.236,0,2017,50
16863569,HARRIS,0,No Data,0,2003,38
16863771,WALKER,0,0.268,0,1994,45
16863771,WALKER,0,No Data,0,2014,16
16864257,DENTON,0,No Data,0,2008,23
16864257,DENTON,0,No Data,0,2008,28
16864257,DENTON,0,No Data,0,2010,33
16865150,TARRANT,0,0.203,0,2012,27
16865427,TARRANT,0,0.19,0,2012,28
16865427,TARRANT,0,No Data,0,2008,72
16866586,HARRIS,0,No Data,0,2000,39
16866586,HARRIS,0,No Data,0,2000,40
16866586,HARRIS,0,No Data,0,2000,15
16866586,HARRIS,0,No Data,0,2015,48
16866594,MONTGOMERY,0,No Data,0,2000,35
16867648,HARRIS,0,0.107,0,2002,28
16867699,DALLAS,0,No Data,0,2007,54
16867744,DALLAS,0,No Data,0,2004,34
16867744,DALLAS,0,No Data,0,2015,38
16867744,DALLAS,0,No Data,0,2015,34
16868546,ELLIS,0,No Data,0,2012,41
16869367,HARRIS,0,No Data,0,2004,41
16869367,HARRIS,0,No Data,0,1992,16
16869367,HARRIS,0,No Data,0,1992,18
16869367,HARRIS,0,No Data,0,2001,44
16869367,HARRIS,0,No Data,0,2004,70
16869558,DALLAS,0,0.167,0,2017,32
16869558,DALLAS,0,No Data,0,1998,42
16869558,DALLAS,0,No Data,0,1998,42
16869851,CAMERON,0,0.197,0,2014,29
16872241,HARRIS,0,No Data,0,2008,31
16872241,HARRIS,0,No Data,0,2014,32
16873897,MONTGOMERY,0,0.141,0,2007,46
16874176,LUBBOCK,0,No Data,0,2016,23
16874176,LUBBOCK,0,No Data,0,2005,21
16874393,POTTER,0,0.308,0,2002,46
16874393,POTTER,0,No Data,0,1995,57
16874551,HOUSTON,0,No Data,0,2012,61
16874551,HOUSTON,0,0.154,0,1997,73
16875079,VICTORIA,0,0.242,0,2015,67
16876082,FORT BEND,0,No Data,0,2009,66
16876356,WILLIAMSON,0,No Data,0,2010,51
16876356,WILLIAMSON,0,No Data,0,2017,46
16876356,WILLIAMSON,0,No Data,0,2017,48
16879850,CHEROKEE,0,0.22,0,2000,65
16879888,LUBBOCK,0,0.216,0,2000,54
16879888,LUBBOCK,0,No Data,0,2001,54
16879888,LUBBOCK,0,No Data,0,2001,51
16880796,GALVESTON,0,No Data,0,2013,28
16880796,GALVESTON,0,No Data,0,2002,17
16881557,DALLAS,0,No Data,0,2002,No Data
16881567,DALLAS,0,No Data,0,2011,51
16881567,DALLAS,0,No Data,0,2006,16
16881567,DALLAS,0,No Data,0,2006,11
16862499,BEXAR,0,0.153,0,2011,20
16862513,DENTON,0,No Data,0,2004,24
16862560,SMITH,0,No Data,0,No Data,No Data
16863645,DALLAS,0,No Data,0,2009,24
16863871,TAYLOR,0,No Data,0,2002,23
16863871,TAYLOR,0,No Data,0,2002,3
16864106,DALLAS,0,No Data,0,2007,18
16864106,DALLAS,0,No Data,0,2013,26
16864118,COLLIN,0,No Data,0,2009,44
16864204,JEFFERSON,0,0.16,0,2005,64
16864267,DALLAS,0,0.201,0,2008,29
16864412,HARRIS,0,No Data,0,2002,57
16864412,HARRIS,0,No Data,0,2006,57
16864569,BEXAR,0,No Data,0,2015,33
16864599,HARRIS,0,No Data,0,2003,No Data
16864599,HARRIS,0,No Data,0,2009,61
16864726,TRAVIS,0,No Data,0,2004,58
16864741,TRAVIS,0,No Data,0,2015,57
16864741,TRAVIS,0,No Data,0,2017,38
16864789,TRAVIS,0,0.115,0,2011,28
16864796,TRAVIS,0,No Data,0,2006,39
16864796,TRAVIS,0,No Data,0,1998,30
16864891,GALVESTON,0,No Data,0,2009,49
16865271,BEXAR,0,No Data,0,2018,61
16865271,BEXAR,0,0.221,0,2011,47
16865271,BEXAR,0,No Data,0,2016,35
16865271,BEXAR,0,No Data,0,2016,47
16865460,DALLAS,0,No Data,0,2004,57
16865460,DALLAS,0,No Data,0,2009,68
16865470,BEXAR,0,0.154,0,2011,26
16865470,BEXAR,0,No Data,0,2014,29
16865628,TARRANT,0,No Data,0,2007,75
16865628,TARRANT,0,0.12,0,2011,33
16865692,HARRIS,0,No Data,0,2000,40
16865692,HARRIS,0,No Data,0,2012,41
16865999,BEXAR,0,0.182,0,2015,27
16866322,BEXAR,0,0.232,0,2003,30
16866459,HARRIS,0,0.157,0,2012,33
16866459,HARRIS,0,No Data,0,2008,54
16866508,HARRIS,0,0.23,0,2001,40
16866508,HARRIS,0,No Data,0,2011,49
16867184,EL PASO,0,0.135,0,2005,17
16867313,HARRIS,0,No Data,0,1999,55
16867601,HARRIS,0,No Data,0,2013,22
16867601,HARRIS,0,No Data,0,2013,22
16867601,HARRIS,0,No Data,0,2010,41
16867601,HARRIS,0,No Data,0,2010,42
16867761,EL PASO,0,0.168,0,2005,34
16867761,EL PASO,0,No Data,0,2002,18
16867943,HARDIN,0,0.266,0,2007,35
16868187,POTTER,0,No Data,0,1999,47
16868697,JASPER,0,0.167,0,2016,26
16868743,VAL VERDE,0,0.156,0,2013,38
16868743,VAL VERDE,0,0.156,0,2013,38
16868743,VAL VERDE,0,No Data,0,2014,33
16869686,EL PASO,0,0.138,0,2009,34
16869686,EL PASO,0,No Data,0,2011,30
16869881,BAILEY,0,0.143,0,2008,19
16869881,BAILEY,0,0.143,0,2008,18
16870993,GOLIAD,0,No Data,0,1999,21
16871398,CORYELL,0,0.176,0,2008,70
16871747,PARKER,0,0.151,0,2006,23
16873149,BRAZORIA,0,No Data,0,1995,30
16874075,HARRIS,1,0.18,1,2008,23
16874075,HARRIS,1,No Data,0,No Data,No Data
16875396,TARRANT,0,0,0,2004,20
16875396,TARRANT,0,No Data,0,2018,24
16875396,TARRANT,0,No Data,0,2018,31
16876184,MAVERICK,0,0.123,0,2008,25
16876184,MAVERICK,0,No Data,0,2015,42
16876408,TARRANT,0,0.191,0,2007,24
16876408,TARRANT,0,0.191,0,2007,22
16877293,HARRIS,1,No Data,0,1993,26
16877293,HARRIS,1,No Data,0,1993,52
16877293,HARRIS,1,No Data,1,No Data,61
16878766,REEVES,0,No Data,0,2010,35
16879187,DELTA,0,No Data,0,2010,21
16879187,DELTA,0,No Data,0,2010,23
16987986,TARRANT,0,No Data,0,2010,27
16987986,TARRANT,0,No Data,0,2018,No Data
16864145,TRAVIS,0,No Data,0,2010,27
16865972,BEXAR,0,0.063,0,2003,38
16865980,BEXAR,0,No Data,0,2011,No Data
16865980,BEXAR,0,No Data,0,2007,32
16865993,GALVESTON,0,No Data,0,2017,36
16865993,GALVESTON,0,No Data,0,2003,37
16865996,BEXAR,0,0.2,0,2001,34
16866002,HARRIS,0,No Data,0,No Data,118
16866160,DENTON,0,No Data,0,2006,38
16866160,DENTON,0,No Data,0,2017,59
16866421,TARRANT,0,No Data,0,2008,46
16866421,TARRANT,0,No Data,0,2010,32
16866421,TARRANT,0,No Data,0,2015,29
16866529,HARDIN,0,0.211,0,2009,40
16866663,BEXAR,0,0.12,0,2007,26
16866719,DALLAS,0,No Data,0,2013,24
16866719,DALLAS,0,No Data,0,2014,28
16866742,DALLAS,0,No Data,0,2016,23
16866742,DALLAS,0,No Data,0,2007,34
16866800,HARRIS,0,No Data,0,2014,33
16867081,TARRANT,1,0.036,1,2014,51
16867309,HARRIS,0,No Data,0,No Data,No Data
16867309,HARRIS,0,No Data,0,No Data,34
16867309,HARRIS,0,No Data,0,No Data,38
16867546,BEXAR,0,0.214,0,2011,52
16867546,BEXAR,0,No Data,0,2018,20
16867546,BEXAR,0,No Data,0,2018,20
16867564,BEXAR,0,0.157,0,1994,49
16867564,BEXAR,0,No Data,0,2006,28
16867619,HARRIS,0,0.21,0,2002,25
16867619,HARRIS,0,No Data,0,2010,22
16867619,HARRIS,0,No Data,0,2011,28
16867619,HARRIS,0,No Data,0,2011,29
16867619,HARRIS,0,No Data,0,2011,1
16867619,HARRIS,0,No Data,0,2011,5
16867619,HARRIS,0,No Data,0,2011,4
16867619,HARRIS,0,No Data,0,2011,11
16867619,HARRIS,0,No Data,0,2011,10
16867628,BEXAR,0,0.114,0,2017,34
16867809,WALKER,0,No Data,0,2012,34
16867809,WALKER,0,No Data,0,2007,47
16867963,DALLAS,0,0.194,0,2008,21
16868236,POTTER,0,0.268,0,2011,35
16868568,COLLIN,0,No Data,0,2007,48
16868568,COLLIN,0,No Data,0,2012,25
16868627,MIDLAND,0,No Data,0,2019,37
16868823,PARKER,0,No Data,0,2014,25
16868841,VAN ZANDT,0,0.124,0,2013,31
16868942,JOHNSON,0,No Data,0,2019,26
16868942,JOHNSON,0,No Data,0,2012,57
16869291,DALLAS,0,No Data,0,2019,28
16869291,DALLAS,0,No Data,0,2018,37
16869291,DALLAS,0,No Data,0,2018,12
16869291,DALLAS,0,No Data,0,2003,24
16869550,FORT BEND,0,0.143,0,2006,36
16869550,FORT BEND,0,No Data,0,2014,27
16869588,HARRIS,0,0.137,0,2012,24
16869588,HARRIS,0,No Data,0,2008,30
16869882,TAYLOR,0,No Data,0,2012,30
16870027,TRAVIS,0,No Data,0,2004,29
16870027,TRAVIS,0,No Data,0,2014,42
16870027,TRAVIS,0,No Data,0,2014,11
16870027,TRAVIS,0,No Data,0,2004,27
16870027,TRAVIS,0,No Data,0,2004,24
16871193,MIDLAND,0,No Data,0,2008,23
16871193,MIDLAND,0,0,0,2005,34
16871200,TRAVIS,0,No Data,0,1999,22
16871200,TRAVIS,0,No Data,0,2019,30
16871200,TRAVIS,0,No Data,0,2016,39
16871883,TARRANT,0,No Data,0,No Data,No Data
16871883,TARRANT,0,0.056,0,2011,36
16872042,TARRANT,0,0.24,0,2013,30
16872150,JASPER,0,0.102,0,2004,27
16872150,JASPER,0,0.102,0,2004,31
16872751,CHAMBERS,0,No Data,0,2008,24
16872751,CHAMBERS,0,No Data,0,No Data,No Data
16872784,ANDREWS,0,No Data,0,2000,24
16872823,BRAZORIA,0,No Data,0,2015,64
16873041,MONTGOMERY,0,0.242,0,2013,44
16873041,MONTGOMERY,0,No Data,0,2008,41
16873115,BLANCO,0,0.12,0,1996,47
16873130,WILLIAMSON,0,No Data,0,2005,48
16873130,WILLIAMSON,0,No Data,0,No Data,No Data
16873130,WILLIAMSON,0,No Data,0,No Data,32
16873899,MONTGOMERY,0,0,0,2001,26
16873899,MONTGOMERY,0,0,0,2001,30
16873948,DALLAS,0,0.22,0,2017,21
16874074,BURNET,0,No Data,0,2007,No Data
16874215,CAMERON,0,0.055,0,2002,48
16874719,HARRIS,0,No Data,0,2002,25
16874719,HARRIS,0,No Data,0,2010,56
16874719,HARRIS,0,No Data,0,2010,No Data
16874928,BASTROP,2,0.096,1,2011,18
16874928,BASTROP,2,0,1,2018,53
16874928,BASTROP,2,0,1,2018,32
16874928,BASTROP,2,0,1,2018,23
16876453,BELL,0,0.182,0,2007,22
16876558,WILLIAMSON,0,0.135,0,2014,51
16876558,WILLIAMSON,0,No Data,0,No Data,63
16876619,ECTOR,0,0.105,0,2011,24
16876910,GILLESPIE,0,0.025,0,2005,78
16878080,FORT BEND,0,0.115,0,2017,42
16879346,DALLAS,0,No Data,0,2014,68
16879346,DALLAS,0,No Data,0,No Data,25
16879346,DALLAS,0,No Data,0,No Data,25
16879458,WILLIAMSON,0,No Data,0,2008,21
16879458,WILLIAMSON,0,0.162,0,2009,34
16879684,CAMERON,0,0.123,0,2001,52
16879684,CAMERON,0,No Data,0,2006,22
16879684,CAMERON,0,No Data,0,2006,32
16879684,CAMERON,0,No Data,0,2006,8
16879684,CAMERON,0,No Data,0,2006,6
16879684,CAMERON,0,No Data,0,2006,5
16879849,LUBBOCK,1,0.16,0,2016,32
16879849,LUBBOCK,1,No Data,1,2005,40
16880321,LUBBOCK,0,0.294,0,1999,30
16880321,LUBBOCK,0,No Data,0,2008,18
16882011,NOLAN,0,No Data,0,2013,35
16882011,NOLAN,0,No Data,0,2016,30
17006754,BEXAR,0,No Data,0,2008,34
17006754,BEXAR,0,No Data,0,2008,48
17006754,BEXAR,0,No Data,0,2008,15
16865974,TOM GREEN,0,No Data,0,2004,35
16865986,DALLAS,0,No Data,0,2018,23
16865986,DALLAS,0,No Data,0,2018,21
16866025,DALLAS,0,0.249,0,2006,27
16866058,BEXAR,0,No Data,0,2011,29
16866132,DALLAS,0,0.175,0,2006,28
16866132,DALLAS,0,No Data,0,1999,53
16866499,TARRANT,0,No Data,0,2000,23
16866660,BEXAR,0,No Data,0,No Data,No Data
16866660,BEXAR,0,No Data,0,2007,37
16866664,BEXAR,0,0.245,0,2012,27
16866687,BEXAR,0,0.24,0,2001,63
16866687,BEXAR,0,No Data,0,2013,54
16866702,HARRIS,1,No Data,1,2009,61
16866702,HARRIS,1,No Data,0,2015,43
16866717,BEXAR,0,0.2,0,2001,56
16866720,BEXAR,0,0.213,0,2014,48
16866720,BEXAR,0,No Data,0,2016,33
16866720,BEXAR,0,No Data,0,2016,29
16866720,BEXAR,0,No Data,0,2016,7
16866720,BEXAR,0,No Data,0,2016,9
16866720,BEXAR,0,No Data,0,2016,2
16866784,BEXAR,0,0.087,0,1999,27
16866784,BEXAR,0,No Data,0,2007,40
16866788,DALLAS,0,0.129,0,2017,24
16866788,DALLAS,0,No Data,0,2007,41
16866817,BEXAR,0,0.135,0,1992,23
16866888,GALVESTON,0,0.233,0,2018,32
16867024,DENTON,0,No Data,0,1997,19
16867024,DENTON,0,No Data,0,1997,16
16867024,DENTON,0,No Data,0,1997,19
16867749,EL PASO,0,0.049,0,2000,20
16867775,HARRIS,0,No Data,0,2007,47
16867880,MAVERICK,0,0.199,0,2009,22
16867880,MAVERICK,0,No Data,0,2015,25
16867880,MAVERICK,0,No Data,0,2015,24
16867956,DALLAS,0,0.214,0,1998,28
16867956,DALLAS,0,No Data,0,2013,24
16868163,MEDINA,0,No Data,0,1984,20
16868478,DALLAS,0,0.221,0,2001,51
16868499,KAUFMAN,0,No Data,0,2015,No Data
16868638,BRAZOS,0,0.289,0,2003,26
16868638,BRAZOS,0,0.289,0,2003,26
16868638,BRAZOS,0,No Data,0,2013,26
16868684,WEBB,0,0.209,0,2012,33
16868711,DEAF SMITH,0,0.023,0,2019,60
16868721,CAMP,0,No Data,0,2018,23
16868815,COLLIN,0,0.214,0,2003,33
16868903,HIDALGO,0,No Data,0,2015,20
16868903,HIDALGO,0,No Data,0,No Data,No Data
16868968,NACOGDOCHES,0,0.195,0,2014,20
16869494,HARRIS,0,No Data,0,2001,37
16869494,HARRIS,0,No Data,0,2016,51
16869518,COLLIN,0,No Data,0,2003,No Data
16869518,COLLIN,0,No Data,0,2015,27
16869684,HIDALGO,0,0.111,0,2015,29
16869684,HIDALGO,0,0.111,0,2015,36
16869794,BEXAR,0,No Data,0,2005,25
16869794,BEXAR,0,No Data,0,2013,61
16869991,COLLIN,0,0.126,0,2008,26
16869991,COLLIN,0,No Data,0,No Data,28
16870000,ORANGE,0,0.114,0,2011,60
16870000,ORANGE,0,0.114,0,2011,59
16870000,ORANGE,0,No Data,0,2000,36
16870000,ORANGE,0,No Data,0,2000,30
16870030,TRAVIS,0,No Data,0,2016,35
16870030,TRAVIS,0,No Data,0,2017,27
16870031,TRAVIS,0,No Data,0,2005,28
16870031,TRAVIS,0,No Data,0,2015,60
16870293,WEBB,0,0.131,0,2004,18
16870293,WEBB,0,0.131,0,2004,20
16870293,WEBB,0,0.131,0,2004,20
16870293,WEBB,0,No Data,0,2013,64
16871007,MONTGOMERY,0,0.11,0,2017,27
16871007,MONTGOMERY,0,No Data,0,No Data,No Data
16871031,HARRIS,0,0.102,0,2008,32
16871190,MIDLAND,0,No Data,0,2017,41
16871190,MIDLAND,0,No Data,0,2017,32
16871316,TRAVIS,0,0.127,0,2015,44
16871316,TRAVIS,0,No Data,0,2018,36
16871316,TRAVIS,0,No Data,0,2013,41
16871334,CAMERON,0,0.2,0,2013,58
16871334,CAMERON,0,No Data,0,2006,52
16871334,CAMERON,0,No Data,0,2006,15
16871413,CAMERON,0,0.107,0,2001,24
16871413,CAMERON,0,0.107,0,2001,24
16871413,CAMERON,0,0.107,0,2001,0
16871413,CAMERON,0,0.107,0,2001,5
16871413,CAMERON,0,0.107,0,2001,1
16871413,CAMERON,0,0.107,0,2001,3
16871489,SMITH,0,No Data,0,2004,No Data
16871489,SMITH,0,0.107,0,1998,23
16871762,DENTON,0,0.305,0,2002,50
16871783,HARRIS,0,No Data,0,2002,20
16871783,HARRIS,0,No Data,0,2007,36
16871783,HARRIS,0,No Data,0,2007,34
16871783,HARRIS,0,No Data,0,2007,8
16871783,HARRIS,0,No Data,0,2007,3
16871807,DENTON,0,No Data,0,2005,32
16872541,EL PASO,0,0.197,0,2014,27
16872541,EL PASO,0,No Data,0,2007,21
16872750,HIDALGO,0,No Data,0,2009,24
16872750,HIDALGO,0,No Data,0,No Data,27
16872750,HIDALGO,0,No Data,0,No Data,1
16872750,HIDALGO,0,No Data,0,No Data,27
16872759,CHAMBERS,0,No Data,0,1996,38
16872759,CHAMBERS,0,No Data,0,1996,32
16872796,SABINE,2,No Data,2,2012,29
16872796,SABINE,2,No Data,2,2012,27
16872796,SABINE,2,No Data,0,2007,37
16872796,SABINE,2,No Data,0,2012,40
16872796,SABINE,2,No Data,0,2012,13
16872796,SABINE,2,No Data,0,2012,7
16872808,JEFFERSON,0,No Data,0,2011,26
16872866,TARRANT,0,0.17,0,2015,27
16872873,TARRANT,0,0.17,0,2007,35
16872873,TARRANT,0,No Data,0,2008,29
16872873,TARRANT,0,No Data,0,2008,42
16872930,FAYETTE,1,0.01,1,2012,32
16873109,MONTGOMERY,0,No Data,0,2011,34
16873147,MCLENNAN,0,No Data,0,2001,22
16873188,DALLAS,0,No Data,0,2015,52
16873188,DALLAS,0,No Data,0,2014,29
16873188,DALLAS,0,No Data,0,2014,30
16873188,DALLAS,0,No Data,0,2014,31
16873188,DALLAS,0,No Data,0,2012,24
16873188,DALLAS,0,No Data,0,2012,24
16873188,DALLAS,0,No Data,0,2013,51
16873256,TARRANT,0,0.054,0,2011,64
16874161,GRAYSON,0,No Data,0,2013,No Data
16874161,GRAYSON,0,No Data,0,2007,20
16874161,GRAYSON,0,No Data,0,2007,7
16874161,GRAYSON,0,No Data,0,2007,6
16874161,GRAYSON,0,No Data,0,2007,11
16874161,GRAYSON,0,No Data,0,2004,51
16874271,MONTGOMERY,0,0.235,0,2014,53
16874271,MONTGOMERY,0,No Data,0,2018,36
16874271,MONTGOMERY,0,No Data,0,2018,10
16874751,ORANGE,0,No Data,0,2008,No Data
16874751,ORANGE,0,No Data,0,2008,32
16875180,BEXAR,0,0.175,0,2002,43
16875446,HARRIS,0,0.19,0,2005,30
16875456,BEXAR,0,0.186,0,2016,23
16875456,BEXAR,0,0.186,0,2016,24
16875514,BEXAR,0,No Data,0,2017,57
16875516,DALLAS,0,No Data,0,2013,20
16875547,HARRIS,0,No Data,0,1999,41
16875547,HARRIS,0,No Data,0,1999,53
16875643,ROCKWALL,0,No Data,0,2018,39
16875643,ROCKWALL,0,No Data,0,2016,30
16876538,TARRANT,0,No Data,0,2000,No Data
16876538,TARRANT,0,No Data,0,2015,21
16876538,TARRANT,0,No Data,0,2015,21
16876538,TARRANT,0,No Data,0,2015,21
16876607,CAMERON,0,No Data,0,2012,20
16876607,CAMERON,0,No Data,0,2015,18
16876768,DALLAS,0,0.272,0,1997,42
16876979,TARRANT,0,0.336,0,2014,50
16877217,HARRIS,0,0.145,0,1999,No Data
16877321,HARRIS,0,0.149,0,2007,22
16877527,HARRIS,0,0,0,1991,49
16878108,HARRIS,0,0,0,2013,41
16878108,HARRIS,0,No Data,0,2018,25
16878108,HARRIS,0,No Data,0,2018,19
16878647,GRIMES,0,No Data,0,2006,31
16878647,GRIMES,0,No Data,0,2006,28
16878653,DALLAS,0,0.262,0,2003,47
16878653,DALLAS,0,No Data,0,2004,No Data
16878653,DALLAS,0,No Data,0,2010,46
16879347,TARRANT,0,No Data,0,2007,29
16879347,TARRANT,0,No Data,0,2009,22
16879348,DALLAS,0,0.166,0,2016,25
16879348,DALLAS,0,No Data,0,2006,29
16879648,ANDREWS,0,0.262,0,2001,24
16879648,ANDREWS,0,No Data,0,2012,21
16879648,ANDREWS,0,No Data,0,2012,32
16880700,COOKE,0,No Data,0,2003,24
16880700,COOKE,0,No Data,0,2007,41
16880700,COOKE,0,No Data,0,2007,50
16880966,BEXAR,0,0.189,0,2015,21
16880966,BEXAR,0,0.189,0,2015,21
16881151,HARRIS,0,0.153,0,2017,31
16881151,HARRIS,0,No Data,0,2014,32
16881244,WILLIAMSON,0,0.232,0,2011,53
16881364,HARRIS,0,No Data,0,2017,60
16882095,DENTON,1,0.262,1,2012,31
16909654,FORT BEND,0,No Data,0,2018,48
16911307,TRAVIS,0,No Data,0,2017,24
16915937,HARRIS,0,0.173,0,2008,42
16915937,HARRIS,0,0.173,0,2008,78
16915937,HARRIS,0,0.173,0,2008,58
16915937,HARRIS,0,0.173,0,2008,88
16915937,HARRIS,0,No Data,0,2003,40
16915937,HARRIS,0,No Data,0,2003,16
16915937,HARRIS,0,No Data,0,2003,37
16915937,HARRIS,0,No Data,0,2003,2
16915937,HARRIS,0,No Data,0,2003,6
16915937,HARRIS,0,No Data,0,2003,9
16915965,HARRIS,0,0.144,0,2011,20
16915965,HARRIS,0,No Data,0,2004,No Data
16987317,TARRANT,0,No Data,0,2005,28
16987317,TARRANT,0,No Data,0,2005,28
16987317,TARRANT,0,No Data,0,No Data,48
16987809,TARRANT,0,No Data,0,2005,31
16987809,TARRANT,0,No Data,0,2015,46
16987809,TARRANT,0,No Data,0,2015,42
16987809,TARRANT,0,No Data,0,2015,14
16866809,COLLIN,0,0.167,0,2015,21
16866809,COLLIN,0,0.167,0,2015,20
16866809,COLLIN,0,0.167,0,2015,21
16866824,BEXAR,0,0.15,0,2006,24
16866969,DALLAS,0,0.253,0,2019,35
16866969,DALLAS,0,No Data,0,2016,34
16866969,DALLAS,0,No Data,0,2016,34
16867095,TARRANT,0,0.17,0,2018,25
16867095,TARRANT,0,0.17,0,2018,22
16867095,TARRANT,0,No Data,0,No Data,32
16867141,DALLAS,0,No Data,0,2005,31
16867141,DALLAS,0,No Data,0,2015,41
16867602,HARRIS,0,0,0,2006,18
16867607,GUADALUPE,0,No Data,0,2012,20
16867607,GUADALUPE,0,No Data,0,2012,20
16867678,BEXAR,0,No Data,0,2016,34
16867725,COMAL,0,0.246,0,2005,36
16867737,HARRIS,0,No Data,0,2001,41
16867737,HARRIS,0,No Data,0,2017,24
16867737,HARRIS,0,No Data,0,2017,24
16867746,EL PASO,0,No Data,0,1999,25
